source,question,answer,img_id,question_type,question_norm,answer_type
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820glus4y7071u0i1774qp,Yes/No,are there any instruments in the image? check all that are present,None/NA
Ulcerative Colitis,Where in the image is the anatomical landmark?,center; lower-center,cla820glus4y7071u0i1774qp,Location,where in the image is the anatomical landmark,List
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820glus4y7071u0i1774qp,Location,where in the image is the abnormality,List
Ulcerative Colitis,What type of polyp is present?,none,cla820glus4y7071u0i1774qp,Entity,what type of polyp is present,None/NA
Ulcerative Colitis,What is the size of the polyp?,none,cla820glus4y7071u0i1774qp,Entity,what is the size of the polyp,None/NA
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820glus4y7071u0i1774qp,Entity,what type of procedure is the image taken from,Token
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,cecum,cla820glus4y7071u0i1774qp,Yes/No,are there any anatomical landmarks in the image? check all that are present,Token
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820glus4y7071u0i1774qp,Yes/No,is this finding easy to detect,Yes/No
Ulcerative Colitis,How many findings are present?,1,cla820glus4y7071u0i1774qp,Counting,how many findings are present,Numeric
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820glus4y7071u0i1774qp,Yes/No,is there a green/black box artefact,Yes/No
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820glus4y7071u0i1774qp,Counting,how many instrumnets are in the image,Numeric
Ulcerative Colitis,Where in the image is the instrument?,none,cla820glus4y7071u0i1774qp,Location,where in the image is the instrument,None/NA
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glus4y7071u0i1774qp,Yes/No,are there any abnormalities in the image? check all that are present,Token
Ulcerative Colitis,Is there text?,yes,cla820glus4y7071u0i1774qp,Yes/No,is there text,Yes/No
Ulcerative Colitis,How many findings are present?,1,cla820glus4yb071u71nia0yw,Counting,how many findings are present,Numeric
Ulcerative Colitis,Where in the image is the instrument?,none,cla820glus4yb071u71nia0yw,Location,where in the image is the instrument,None/NA
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820glus4yb071u71nia0yw,Yes/No,are there any instruments in the image? check all that are present,None/NA
Ulcerative Colitis,What is the size of the polyp?,none,cla820glus4yb071u71nia0yw,Entity,what is the size of the polyp,None/NA
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820glus4yb071u71nia0yw,Yes/No,have all polyps been removed,None/NA
Ulcerative Colitis,Is there text?,yes,cla820glus4yb071u71nia0yw,Yes/No,is there text,Yes/No
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glus4yb071u71nia0yw,Yes/No,are there any abnormalities in the image? check all that are present,Token
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,cecum,cla820glus4yb071u71nia0yw,Yes/No,are there any anatomical landmarks in the image? check all that are present,Token
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820glus4yb071u71nia0yw,Counting,how many instrumnets are in the image,Numeric
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820glus4yb071u71nia0yw,Yes/No,is this finding easy to detect,Yes/No
Ulcerative Colitis,Where in the image is the anatomical landmark?,center; lower-center,cla820glus4yb071u71nia0yw,Location,where in the image is the anatomical landmark,List
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820glus4yb071u71nia0yw,Yes/No,is there a green/black box artefact,Yes/No
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820glus4yb071u71nia0yw,Entity,what type of procedure is the image taken from,Token
Ulcerative Colitis,How many polyps are in the image?,0,cla820glus4yb071u71nia0yw,Counting,how many polyps are in the image,Numeric
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red,cla820glus4yb071u71nia0yw,Color,what color is the abnormality? if more than one separate with ;,List
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820glus4yb071u71nia0yw,Location,where in the image is the abnormality,List
Ulcerative Colitis,What type of polyp is present?,none,cla820glus4yb071u71nia0yw,Entity,what type of polyp is present,None/NA
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,cecum,cla820glus4yf071ufp7e4p4s,Yes/No,are there any anatomical landmarks in the image? check all that are present,Token
Ulcerative Colitis,How many findings are present?,1,cla820glus4yf071ufp7e4p4s,Counting,how many findings are present,Numeric
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820glus4yf071ufp7e4p4s,Yes/No,have all polyps been removed,None/NA
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820glus4yf071ufp7e4p4s,Yes/No,are there any instruments in the image? check all that are present,None/NA
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820glus4yf071ufp7e4p4s,Yes/No,is there a green/black box artefact,Yes/No
Ulcerative Colitis,What is the size of the polyp?,none,cla820glus4yf071ufp7e4p4s,Entity,what is the size of the polyp,None/NA
Ulcerative Colitis,What type of polyp is present?,none,cla820glus4yf071ufp7e4p4s,Entity,what type of polyp is present,None/NA
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820glus4yf071ufp7e4p4s,Location,where in the image is the abnormality,List
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820glus4yf071ufp7e4p4s,Yes/No,is this finding easy to detect,Yes/No
Ulcerative Colitis,Where in the image is the anatomical landmark?,center; lower-center,cla820glus4yf071ufp7e4p4s,Location,where in the image is the anatomical landmark,List
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820glus4yf071ufp7e4p4s,Entity,what type of procedure is the image taken from,Token
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820glus4yf071ufp7e4p4s,Counting,how many instrumnets are in the image,Numeric
Ulcerative Colitis,How many polyps are in the image?,0,cla820glus4yf071ufp7e4p4s,Counting,how many polyps are in the image,Numeric
Ulcerative Colitis,Is there text?,yes,cla820glus4yf071ufp7e4p4s,Yes/No,is there text,Yes/No
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red,cla820glus4yf071ufp7e4p4s,Color,what color is the abnormality? if more than one separate with ;,List
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glus4yf071ufp7e4p4s,Yes/No,are there any abnormalities in the image? check all that are present,Token
Ulcerative Colitis,Where in the image is the instrument?,none,cla820glus4yf071ufp7e4p4s,Location,where in the image is the instrument,None/NA
Ulcerative Colitis,What is the size of the polyp?,none,cla820glus4yj071udps24xeu,Entity,what is the size of the polyp,None/NA
Ulcerative Colitis,How many polyps are in the image?,0,cla820glus4yj071udps24xeu,Counting,how many polyps are in the image,Numeric
Ulcerative Colitis,How many findings are present?,1,cla820glus4yj071udps24xeu,Counting,how many findings are present,Numeric
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,cecum,cla820glus4yj071udps24xeu,Yes/No,are there any anatomical landmarks in the image? check all that are present,Token
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820glus4yj071udps24xeu,Counting,how many instrumnets are in the image,Numeric
Ulcerative Colitis,Where in the image is the anatomical landmark?,lower-center; lower-rigth,cla820glus4yj071udps24xeu,Location,where in the image is the anatomical landmark,List
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820glus4yj071udps24xeu,Location,where in the image is the abnormality,List
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820glus4yj071udps24xeu,Yes/No,is this finding easy to detect,Yes/No
Ulcerative Colitis,Is there text?,yes,cla820glus4yj071udps24xeu,Yes/No,is there text,Yes/No
Ulcerative Colitis,Where in the image is the instrument?,none,cla820glus4yj071udps24xeu,Location,where in the image is the instrument,None/NA
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820glus4yj071udps24xeu,Yes/No,are there any instruments in the image? check all that are present,None/NA
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glus4yj071udps24xeu,Yes/No,are there any abnormalities in the image? check all that are present,Token
Ulcerative Colitis,What type of polyp is present?,none,cla820glus4yj071udps24xeu,Entity,what type of polyp is present,None/NA
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820glus4yj071udps24xeu,Yes/No,have all polyps been removed,None/NA
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820glus4yj071udps24xeu,Entity,what type of procedure is the image taken from,Token
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red,cla820glus4yj071udps24xeu,Color,what color is the abnormality? if more than one separate with ;,List
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820glus4yj071udps24xeu,Yes/No,is there a green/black box artefact,Yes/No
Ulcerative Colitis,Where in the image is the instrument?,none,cla820glus4yn071uhk5o6ktu,Location,where in the image is the instrument,None/NA
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820glus4yn071uhk5o6ktu,Yes/No,have all polyps been removed,None/NA
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glus4yn071uhk5o6ktu,Yes/No,are there any abnormalities in the image? check all that are present,Token
Ulcerative Colitis,How many polyps are in the image?,0,cla820glus4yn071uhk5o6ktu,Counting,how many polyps are in the image,Numeric
Ulcerative Colitis,Is there text?,yes,cla820glus4yn071uhk5o6ktu,Yes/No,is there text,Yes/No
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red,cla820glus4yn071uhk5o6ktu,Color,what color is the abnormality? if more than one separate with ;,List
Ulcerative Colitis,How many findings are present?,1,cla820glus4yn071uhk5o6ktu,Counting,how many findings are present,Numeric
Ulcerative Colitis,Where in the image is the anatomical landmark?,center,cla820glus4yn071uhk5o6ktu,Location,where in the image is the anatomical landmark,Token
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820glus4yn071uhk5o6ktu,Location,where in the image is the abnormality,List
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820glus4yn071uhk5o6ktu,Yes/No,are there any instruments in the image? check all that are present,None/NA
Ulcerative Colitis,What is the size of the polyp?,none,cla820glus4yn071uhk5o6ktu,Entity,what is the size of the polyp,None/NA
Ulcerative Colitis,Is this finding easy to detect?,no,cla820glus4yn071uhk5o6ktu,Yes/No,is this finding easy to detect,Yes/No
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820glus4yn071uhk5o6ktu,Yes/No,is there a green/black box artefact,Yes/No
Ulcerative Colitis,What type of polyp is present?,none,cla820glus4yn071uhk5o6ktu,Entity,what type of polyp is present,None/NA
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,cecum,cla820glus4yn071uhk5o6ktu,Yes/No,are there any anatomical landmarks in the image? check all that are present,Token
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820glus4yn071uhk5o6ktu,Counting,how many instrumnets are in the image,Numeric
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820glus4yn071uhk5o6ktu,Entity,what type of procedure is the image taken from,Token
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820glus4yr071ucrs636hg,Yes/No,is there a green/black box artefact,Yes/No
Ulcerative Colitis,Where in the image is the anatomical landmark?,center; center-right; lower-center; lower-rigth,cla820glus4yr071ucrs636hg,Location,where in the image is the anatomical landmark,List
Ulcerative Colitis,What type of polyp is present?,none,cla820glus4yr071ucrs636hg,Entity,what type of polyp is present,None/NA
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red,cla820glus4yr071ucrs636hg,Color,what color is the abnormality? if more than one separate with ;,List
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820glus4yr071ucrs636hg,Counting,how many instrumnets are in the image,Numeric
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glus4yr071ucrs636hg,Yes/No,are there any abnormalities in the image? check all that are present,Token
Ulcerative Colitis,What is the size of the polyp?,none,cla820glus4yr071ucrs636hg,Entity,what is the size of the polyp,None/NA
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820glus4yr071ucrs636hg,Entity,what type of procedure is the image taken from,Token
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820glus4yr071ucrs636hg,Location,where in the image is the abnormality,List
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,cecum,cla820glus4yr071ucrs636hg,Yes/No,are there any anatomical landmarks in the image? check all that are present,Token
Ulcerative Colitis,Is there text?,yes,cla820glus4yr071ucrs636hg,Yes/No,is there text,Yes/No
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820glus4yr071ucrs636hg,Yes/No,are there any instruments in the image? check all that are present,None/NA
Ulcerative Colitis,How many findings are present?,1,cla820glus4yr071ucrs636hg,Counting,how many findings are present,Numeric
Ulcerative Colitis,Is this finding easy to detect?,no,cla820glus4yr071ucrs636hg,Yes/No,is this finding easy to detect,Yes/No
Ulcerative Colitis,How many polyps are in the image?,0,cla820glus4yr071ucrs636hg,Counting,how many polyps are in the image,Numeric
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820glus4yr071ucrs636hg,Yes/No,have all polyps been removed,None/NA
Ulcerative Colitis,Where in the image is the instrument?,none,cla820glus4yr071ucrs636hg,Location,where in the image is the instrument,None/NA
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glus4yv071u40q92273,Yes/No,are there any abnormalities in the image? check all that are present,Token
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820glus4yv071u40q92273,Yes/No,is there a green/black box artefact,Yes/No
Ulcerative Colitis,What is the size of the polyp?,none,cla820glus4yv071u40q92273,Entity,what is the size of the polyp,None/NA
Ulcerative Colitis,How many findings are present?,1,cla820glus4yv071u40q92273,Counting,how many findings are present,Numeric
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820glus4yv071u40q92273,Yes/No,is this finding easy to detect,Yes/No
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820glus4yv071u40q92273,Entity,what type of procedure is the image taken from,Token
Ulcerative Colitis,Is there text?,yes,cla820glus4yv071u40q92273,Yes/No,is there text,Yes/No
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820glus4yv071u40q92273,Location,where in the image is the abnormality,List
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,cecum,cla820glus4yv071u40q92273,Yes/No,are there any anatomical landmarks in the image? check all that are present,Token
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820glus4yv071u40q92273,Yes/No,have all polyps been removed,None/NA
Ulcerative Colitis,What type of polyp is present?,none,cla820glus4yv071u40q92273,Entity,what type of polyp is present,None/NA
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red,cla820glus4yv071u40q92273,Color,what color is the abnormality? if more than one separate with ;,List
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820glus4yv071u40q92273,Counting,how many instrumnets are in the image,Numeric
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820glus4yv071u40q92273,Yes/No,are there any instruments in the image? check all that are present,None/NA
Ulcerative Colitis,Where in the image is the instrument?,none,cla820glus4yv071u40q92273,Location,where in the image is the instrument,None/NA
Ulcerative Colitis,Where in the image is the anatomical landmark?,center,cla820glus4yv071u40q92273,Location,where in the image is the anatomical landmark,Token
Ulcerative Colitis,How many polyps are in the image?,0,cla820glus4yv071u40q92273,Counting,how many polyps are in the image,Numeric
Ulcerative Colitis,Where in the image is the instrument?,none,cla820glus4yz071ugct55hvr,Location,where in the image is the instrument,None/NA
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,cecum,cla820glus4yz071ugct55hvr,Yes/No,are there any anatomical landmarks in the image? check all that are present,Token
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820glus4yz071ugct55hvr,Yes/No,have all polyps been removed,None/NA
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red,cla820glus4yz071ugct55hvr,Color,what color is the abnormality? if more than one separate with ;,List
Ulcerative Colitis,What is the size of the polyp?,none,cla820glus4yz071ugct55hvr,Entity,what is the size of the polyp,None/NA
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820glus4yz071ugct55hvr,Yes/No,is there a green/black box artefact,Yes/No
Ulcerative Colitis,Is there text?,yes,cla820glus4yz071ugct55hvr,Yes/No,is there text,Yes/No
Ulcerative Colitis,How many polyps are in the image?,0,cla820glus4yz071ugct55hvr,Counting,how many polyps are in the image,Numeric
Ulcerative Colitis,What type of polyp is present?,none,cla820glus4yz071ugct55hvr,Entity,what type of polyp is present,None/NA
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820glus4yz071ugct55hvr,Yes/No,are there any instruments in the image? check all that are present,None/NA
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820glus4yz071ugct55hvr,Entity,what type of procedure is the image taken from,Token
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glus4yz071ugct55hvr,Yes/No,are there any abnormalities in the image? check all that are present,Token
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820glus4yz071ugct55hvr,Yes/No,is this finding easy to detect,Yes/No
Ulcerative Colitis,Where in the image is the anatomical landmark?,center; center-right; upper-center; upper-right,cla820glus4yz071ugct55hvr,Location,where in the image is the anatomical landmark,List
Ulcerative Colitis,How many findings are present?,1,cla820glus4yz071ugct55hvr,Counting,how many findings are present,Numeric
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820glus4yz071ugct55hvr,Location,where in the image is the abnormality,List
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820glus4yz071ugct55hvr,Counting,how many instrumnets are in the image,Numeric
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glus4z3071uhi6tfu56,Yes/No,are there any abnormalities in the image? check all that are present,Token
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820glus4z3071uhi6tfu56,Yes/No,have all polyps been removed,None/NA
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,cecum,cla820glus4z3071uhi6tfu56,Yes/No,are there any anatomical landmarks in the image? check all that are present,Token
Ulcerative Colitis,How many polyps are in the image?,0,cla820glus4z3071uhi6tfu56,Counting,how many polyps are in the image,Numeric
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820glus4z3071uhi6tfu56,Yes/No,is this finding easy to detect,Yes/No
Ulcerative Colitis,What type of polyp is present?,none,cla820glus4z3071uhi6tfu56,Entity,what type of polyp is present,None/NA
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820glus4z3071uhi6tfu56,Yes/No,are there any instruments in the image? check all that are present,None/NA
Ulcerative Colitis,Where in the image is the instrument?,none,cla820glus4z3071uhi6tfu56,Location,where in the image is the instrument,None/NA
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820glus4z3071uhi6tfu56,Counting,how many instrumnets are in the image,Numeric
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820glus4z3071uhi6tfu56,Entity,what type of procedure is the image taken from,Token
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820glus4z3071uhi6tfu56,Location,where in the image is the abnormality,List
Ulcerative Colitis,What is the size of the polyp?,none,cla820glus4z3071uhi6tfu56,Entity,what is the size of the polyp,None/NA
Ulcerative Colitis,How many findings are present?,1,cla820glus4z3071uhi6tfu56,Counting,how many findings are present,Numeric
Ulcerative Colitis,Where in the image is the anatomical landmark?,center; center-right; upper-center; upper-right,cla820glus4z3071uhi6tfu56,Location,where in the image is the anatomical landmark,List
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820glus4z3071uhi6tfu56,Yes/No,is there a green/black box artefact,Yes/No
Ulcerative Colitis,Is there text?,yes,cla820glus4z3071uhi6tfu56,Yes/No,is there text,Yes/No
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red,cla820glus4z3071uhi6tfu56,Color,what color is the abnormality? if more than one separate with ;,List
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red,cla820glus4z7071u8ibo003f,Color,what color is the abnormality? if more than one separate with ;,List
Ulcerative Colitis,What type of polyp is present?,none,cla820glus4z7071u8ibo003f,Entity,what type of polyp is present,None/NA
Ulcerative Colitis,Is there text?,yes,cla820glus4z7071u8ibo003f,Yes/No,is there text,Yes/No
Ulcerative Colitis,How many polyps are in the image?,0,cla820glus4z7071u8ibo003f,Counting,how many polyps are in the image,Numeric
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glus4z7071u8ibo003f,Yes/No,are there any abnormalities in the image? check all that are present,Token
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820glus4z7071u8ibo003f,Counting,how many instrumnets are in the image,Numeric
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820glus4z7071u8ibo003f,Entity,what type of procedure is the image taken from,Token
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820glus4z7071u8ibo003f,Yes/No,have all polyps been removed,None/NA
Ulcerative Colitis,Where in the image is the anatomical landmark?,center-right,cla820glus4z7071u8ibo003f,Location,where in the image is the anatomical landmark,Token
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,cecum,cla820glus4z7071u8ibo003f,Yes/No,are there any anatomical landmarks in the image? check all that are present,Token
Ulcerative Colitis,What is the size of the polyp?,none,cla820glus4z7071u8ibo003f,Entity,what is the size of the polyp,None/NA
Ulcerative Colitis,How many findings are present?,1,cla820glus4z7071u8ibo003f,Counting,how many findings are present,Numeric
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820glus4z7071u8ibo003f,Yes/No,are there any instruments in the image? check all that are present,None/NA
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820glus4z7071u8ibo003f,Yes/No,is there a green/black box artefact,Yes/No
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820glus4z7071u8ibo003f,Location,where in the image is the abnormality,List
Ulcerative Colitis,Where in the image is the instrument?,none,cla820glus4z7071u8ibo003f,Location,where in the image is the instrument,None/NA
Ulcerative Colitis,Is this finding easy to detect?,no,cla820glus4z7071u8ibo003f,Yes/No,is this finding easy to detect,Yes/No
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820glus4zb071u36nf5b4z,Location,where in the image is the abnormality,List
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820glus4zb071u36nf5b4z,Yes/No,is there a green/black box artefact,Yes/No
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820glus4zb071u36nf5b4z,Yes/No,have all polyps been removed,None/NA
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820glus4zb071u36nf5b4z,Yes/No,are there any anatomical landmarks in the image? check all that are present,None/NA
Ulcerative Colitis,Is there text?,yes,cla820glus4zb071u36nf5b4z,Yes/No,is there text,Yes/No
Ulcerative Colitis,What type of polyp is present?,none,cla820glus4zb071u36nf5b4z,Entity,what type of polyp is present,None/NA
Ulcerative Colitis,Where in the image is the instrument?,none,cla820glus4zb071u36nf5b4z,Location,where in the image is the instrument,None/NA
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820glus4zb071u36nf5b4z,Yes/No,is this finding easy to detect,Yes/No
Ulcerative Colitis,How many polyps are in the image?,0,cla820glus4zb071u36nf5b4z,Counting,how many polyps are in the image,Numeric
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red,cla820glus4zb071u36nf5b4z,Color,what color is the abnormality? if more than one separate with ;,List
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820glus4zb071u36nf5b4z,Yes/No,are there any instruments in the image? check all that are present,None/NA
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820glus4zb071u36nf5b4z,Counting,how many instrumnets are in the image,Numeric
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glus4zb071u36nf5b4z,Yes/No,are there any abnormalities in the image? check all that are present,Token
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820glus4zb071u36nf5b4z,Location,where in the image is the anatomical landmark,None/NA
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820glus4zb071u36nf5b4z,Entity,what type of procedure is the image taken from,Token
Ulcerative Colitis,What is the size of the polyp?,none,cla820glus4zb071u36nf5b4z,Entity,what is the size of the polyp,None/NA
Ulcerative Colitis,How many findings are present?,1,cla820glus4zb071u36nf5b4z,Counting,how many findings are present,Numeric
Ulcerative Colitis,What type of polyp is present?,none,cla820glvs4zf071u1wsq069a,Entity,what type of polyp is present,None/NA
Ulcerative Colitis,How many findings are present?,1,cla820glvs4zf071u1wsq069a,Counting,how many findings are present,Numeric
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820glvs4zf071u1wsq069a,Yes/No,is there a green/black box artefact,Yes/No
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820glvs4zf071u1wsq069a,Yes/No,are there any instruments in the image? check all that are present,None/NA
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820glvs4zf071u1wsq069a,Location,where in the image is the abnormality,List
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820glvs4zf071u1wsq069a,Entity,what type of procedure is the image taken from,Token
Ulcerative Colitis,What is the size of the polyp?,none,cla820glvs4zf071u1wsq069a,Entity,what is the size of the polyp,None/NA
Ulcerative Colitis,How many polyps are in the image?,0,cla820glvs4zf071u1wsq069a,Counting,how many polyps are in the image,Numeric
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glvs4zf071u1wsq069a,Yes/No,are there any abnormalities in the image? check all that are present,Token
Ulcerative Colitis,Where in the image is the instrument?,none,cla820glvs4zf071u1wsq069a,Location,where in the image is the instrument,None/NA
Ulcerative Colitis,Is there text?,yes,cla820glvs4zf071u1wsq069a,Yes/No,is there text,Yes/No
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820glvs4zf071u1wsq069a,Yes/No,have all polyps been removed,None/NA
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820glvs4zf071u1wsq069a,Counting,how many instrumnets are in the image,Numeric
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820glvs4zf071u1wsq069a,Yes/No,are there any anatomical landmarks in the image? check all that are present,None/NA
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820glvs4zf071u1wsq069a,Yes/No,is this finding easy to detect,Yes/No
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red; white,cla820glvs4zf071u1wsq069a,Color,what color is the abnormality? if more than one separate with ;,List
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820glvs4zf071u1wsq069a,Location,where in the image is the anatomical landmark,None/NA
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820glvs4zj071uh60z79xm,Yes/No,have all polyps been removed,None/NA
Ulcerative Colitis,How many polyps are in the image?,0,cla820glvs4zj071uh60z79xm,Counting,how many polyps are in the image,Numeric
